,zip,city,name,alias,state,locale,address,dolflag,branches,ownership,main_campus,state_fips,religious_affiliation,tuition_revenue_per_fte,instructional_expenditure_per_fte,peps_ownership,faculty_salary,online_only
1092,50677-0903,Waverly,Wartburg College,,IA,32.0,100 Wartburg Blvd.,0,1,2,1,19,39.0,16284.0,10922.0,Private Nonprofit,7111.0,0.0
1093,52003-7769,Dubuque,Wartburg Theological Seminary,Wartburg Seminary,IA,13.0,333 Wartburg Pl,0,1,2,1,19,39.0,4060.0,7756.0,Private Nonprofit,6813.0,0.0
1094,50613,Cedar Falls,The Salon Professional Academy-Cedar Falls,,IA,13.0,1350 College Square Mall,0,1,3,1,19,,8801.0,3154.0,Proprietary,,0.0
1095,51102-5199,Sioux City,Western Iowa Tech Community College,,IA,13.0,4647 Stone Ave,1,1,1,1,19,,4088.0,8125.0,Public,6797.0,0.0
1096,52577,Oskaloosa,William Penn University,,IA,33.0,201 Trueblood Ave,0,1,2,1,19,65.0,10089.0,5393.0,Private Nonprofit,6383.0,0.0
1097,66749,Iola,Allen County Community College,Allen Community College,KS,33.0,1801 N Cottonwood,1,1,1,1,20,,1218.0,3234.0,Public,6470.0,0.0
1098,66006-0065,Baldwin City,Baker University,Baker|BU|Baker U,KS,42.0,615 Dearborn Street,0,2,2,1,20,71.0,12999.0,8387.0,Private Nonprofit,6838.0,0.0
1099,67530,Great Bend,Barton County Community College,Barton Community College,KS,41.0,245 NE 30th Road,1,1,1,1,20,,3198.0,5436.0,Public,6363.0,0.0
1100,66002-1499,Atchison,Benedictine College,,KS,32.0,1020 N 2nd St,0,1,2,1,20,30.0,14257.0,8004.0,Private Nonprofit,8032.0,0.0
1101,67456-1897,Lindsborg,Bethany College,,KS,43.0,335 E Swensson St,0,1,2,1,20,39.0,11865.0,7741.0,Private Nonprofit,4620.0,0.0
1102,67117-1716,North Newton,Bethel College-North Newton,,KS,32.0,300 E 27th St,0,1,2,1,20,99.0,13273.0,7282.0,Private Nonprofit,6038.0,0.0
1103,67042-3280,El Dorado,Butler Community College,Butler CC,KS,32.0,901 S Haverhill Rd,1,1,1,1,20,,3653.0,5125.0,Public,6493.0,0.0
1104,67460-5740,McPherson,Central Christian College of Kansas,Central Christian College,KS,33.0,1200 S Main,0,1,2,1,20,64.0,10389.0,3588.0,Private Nonprofit,4168.0,0.0
1105,66901-1002,Concordia,Cloud County Community College,,KS,41.0,2221 Campus Dr,1,1,1,1,20,,3208.0,8904.0,Public,5216.0,0.0
1106,67337-5064,Coffeyville,Coffeyville Community College,,KS,33.0,400 W 11th St,1,3,1,1,20,,4963.0,4184.0,Public,5414.0,0.0
1107,67701,Colby,Colby Community College,,KS,33.0,1255 S Range,1,1,1,1,20,,3470.0,4726.0,Public,5680.0,0.0
1108,67005,Arkansas City,Cowley County Community College,Cowley College,KS,32.0,125 S 2nd St,1,1,1,1,20,,2742.0,4866.0,Public,5396.0,0.0
1109,67801-2399,Dodge City,Dodge City Community College,,KS,33.0,2501 N 14th Ave,1,1,1,1,20,,6707.0,4348.0,Public,6209.0,0.0
1110,66102,Kansas City,Donnelly College,,KS,12.0,608 N 18th St,1,1,2,1,20,30.0,11034.0,5874.0,Private Nonprofit,5418.0,0.0
1111,66801-5415,Emporia,Emporia State University,ESU E-State,KS,33.0,1 Kellogg Circle,1,1,1,1,20,,6538.0,8472.0,Public,7089.0,0.0
1112,66801-5957,Emporia,Flint Hills Technical College,,KS,33.0,3301 W 18th St,1,1,1,1,20,,6378.0,6421.0,Public,5216.0,0.0
1113,67601-4099,Hays,Fort Hays State University,FHSU,KS,33.0,600 Park St,0,1,1,1,20,,6275.0,6273.0,Public,7883.0,0.0
1114,67059-0288,Haviland,Barclay College,,KS,43.0,607 N Kingman,0,1,2,1,20,65.0,23574.0,10296.0,Private Nonprofit,5336.0,0.0
1115,67213,Wichita,Friends University,,KS,11.0,2100 W. University Ave.,1,1,2,1,20,,11299.0,5004.0,Private Nonprofit,6838.0,0.0
1116,66701,Fort Scott,Fort Scott Community College,FSCC|Fort Scott JuCo|Ft. Scott Community College|Fort Scott Junior College|Ft. Scott Jr. College|Ft. Scott Junior College|FSJC,KS,33.0,2108 S Horton,1,1,1,1,20,,1051.0,7479.0,Public,4291.0,0.0
1117,67846-6333,Garden City,Garden City Community College,,KS,33.0,801 Campus Dr,1,1,1,1,20,,2114.0,8600.0,Public,6935.0,0.0
1118,66046-4800,Lawrence,Haskell Indian Nations University,Haskell,KS,13.0,155 Indian Ave,0,1,1,1,20,,44.0,8362.0,Public,6996.0,0.0
1119,67601,Hays,Hays Academy of Hair Design,"Hays Academy of Hair Design, Hays Campus",KS,33.0,1214 East 27th Street,0,2,3,1,20,,8948.0,4316.0,Proprietary,,0.0
1120,67062-2093,Hesston,Hesston College,Hesston,KS,42.0,301 South Main,1,1,2,1,20,69.0,13129.0,13098.0,Private Nonprofit,5350.0,0.0
1121,66035-4165,Highland,Highland Community College,,KS,42.0,606 W Main,0,1,1,1,20,,2760.0,3788.0,Public,6154.0,0.0
1122,67501,Hutchinson,Hutchinson Community College,,KS,32.0,1300 N Plum St,1,1,1,1,20,,2532.0,6634.0,Public,5724.0,0.0
1123,67301-0708,Independence,Independence Community College,,KS,41.0,1057 West College Avenue,1,1,1,1,20,,1853.0,7256.0,Public,5830.0,0.0
1124,66210-1299,Overland Park,Johnson County Community College,JCCC,KS,12.0,12345 College Blvd,1,1,1,1,20,,3171.0,9433.0,Public,8615.0,0.0
1125,64114,Kansas City,Concorde Career College-Kansas City,,MO,11.0,930 Carondelet Drive,1,3,3,1,29,,21754.0,12475.0,Proprietary,7598.0,0.0
1126,66112,Kansas City,Kansas City Kansas Community College,,KS,12.0,7250 State Ave,1,1,1,1,20,,1752.0,11105.0,Public,7530.0,0.0
1127,66204-1975,Overland Park,Kansas Christian College,,KS,12.0,7401 Metcalf,0,1,2,1,20,57.0,8475.0,7088.0,Private Nonprofit,2804.0,0.0
1128,66045,Lawrence,University of Kansas,"University of Kansas | Univ of Kansas | Kansas University | KU | Kansas Jayhawks | Univ of KS |University of KS | Kansas Univ | Kansas U, KUMC, University of Kansas Medical Center, KU Medical Center, Kansas University Medical Center",KS,13.0,"Strong Hall, 1450 Jayhawk Blvd, Room 230",1,1,1,1,20,,13522.0,22848.0,Public,11081.0,0.0
1129,67213-2097,Wichita,Newman University,,KS,11.0,3100 McCormick Ave,1,1,2,1,20,30.0,10752.0,6358.0,Private Nonprofit,6497.0,0.0
1130,67211-1605,Wichita,Old Town Barber College-Wichita,Kansas School of Barbering,KS,11.0,1211 E Douglas,0,2,3,1,20,,8134.0,1830.0,Proprietary,,0.0
1131,66506,Manhattan,Kansas State University,K-State,KS,13.0,"919 Mid-Campus Drive, Anderson Hall",0,1,1,1,20,,11942.0,14631.0,Public,10621.0,0.0
1132,67401-6146,Salina,Kansas Wesleyan University,,KS,33.0,100 E. Claflin Ave.,0,1,2,1,20,71.0,13936.0,5801.0,Private Nonprofit,6133.0,0.0
1133,66604,Topeka,Washburn Institute of Technology,Washburn Tech,KS,12.0,5724 SW Huntoon,1,2,1,0,20,,2319.0,7636.0,Public,,0.0
1134,67357-4201,Parsons,Labette Community College,,KS,33.0,200 S 14th,1,1,1,1,20,,1542.0,5289.0,Public,6676.0,0.0
1135,66503-2499,Manhattan,Manhattan Area Technical College,MATC,KS,13.0,3136 Dickens Ave,1,1,1,1,20,,5020.0,7308.0,Public,6136.0,0.0
1136,66502-4801,Manhattan,Manhattan Christian College,MCC,KS,13.0,1415 Anderson Ave,0,1,2,1,20,48.0,11443.0,5934.0,Private Nonprofit,5307.0,0.0
1137,67460-1402,McPherson,McPherson College,,KS,33.0,1600 E. Euclid,0,1,2,1,20,58.0,10534.0,9136.0,Private Nonprofit,7359.0,0.0
1138,66062-1899,Olathe,MidAmerica Nazarene University,MidAmerica Nazarene College,KS,21.0,2030 E College Way,1,1,2,1,20,59.0,15086.0,7637.0,Private Nonprofit,6757.0,0.0
1139,66720,Chanute,Neosho County Community College,,KS,33.0,800 W 14th St,1,1,1,1,20,,4024.0,5606.0,Public,5693.0,0.0
1140,67420,Beloit,North Central Kansas Technical College,,KS,43.0,3033 US Highway 24,1,1,1,1,20,,5189.0,10913.0,Public,5179.0,0.0
1141,67735,Goodland,Northwest Kansas Technical College,NWKTC or Northwest Tech,KS,33.0,1209 Harrison Ave,1,1,1,1,20,,928.0,4556.0,Public,5754.0,0.0
1142,66067-3399,Ottawa,Ottawa University-Ottawa,OUKS - Ottawa,KS,32.0,1001 South Cedar,0,4,2,1,20,52.0,12115.0,2618.0,Private Nonprofit,6523.0,0.0
1143,66211,Overland Park,Ottawa University-Kansas City,Ottawa University - Overland Park,KS,12.0,4370 W. 109th Street Suite 200,0,4,2,0,20,52.0,7411.0,1601.0,Private Nonprofit,4177.0,0.0
1144,66762,Pittsburg,Pittsburg State University,Pitt State,KS,32.0,1701 S Broadway,1,1,1,1,20,,5834.0,9012.0,Public,7735.0,0.0
1145,67124,Pratt,Pratt Community College,,KS,33.0,348 NE SR 61,1,1,1,1,20,,1043.0,4763.0,Public,6183.0,0.0
1146,66048-5082,Leavenworth,University of Saint Mary,"University of St. Mary, University of St Mary",KS,31.0,4100 S 4th St,1,1,2,1,20,30.0,14084.0,9123.0,Private Nonprofit,6801.0,0.0
1147,67401,Salina,Salina Area Technical College,Salina Tech,KS,33.0,2562 Centennial Road,1,1,1,1,20,,3417.0,8737.0,Public,6436.0,0.0
1148,67901,Liberal,Seward County Community College,SCCC,KS,33.0,1801 N. Kansas Ave.,1,1,1,1,20,,1170.0,7686.0,Public,6473.0,0.0
1149,67156-2499,Winfield,Southwestern College,SC,KS,32.0,100 College Street,0,1,2,1,20,71.0,12093.0,7970.0,Private Nonprofit,6357.0,0.0
1150,67579,Sterling,Sterling College,SC,KS,43.0,125 W. Cooper,0,1,2,1,20,,9907.0,6798.0,Private Nonprofit,5086.0,0.0
1151,67063-1799,Hillsboro,Tabor College,Tabor|TC,KS,43.0,400 S Jefferson,1,1,2,1,20,43.0,14740.0,7982.0,Private Nonprofit,6015.0,0.0
1152,66621,Topeka,Washburn University,,KS,12.0,1700 SW College Avenue,1,2,1,1,20,,6977.0,11192.0,Public,8507.0,0.0
1153,67226,Wichita,Wichita State University-Campus of Applied Sciences and Technology,WSU Tech,KS,11.0,4004 N Webb Rd. Bldg 100,1,1,1,1,20,,2908.0,6220.0,Public,5010.0,0.0
1154,67260-0124,Wichita,Wichita State University,WSU,KS,11.0,1845 N. Fairmount,1,1,1,1,20,,8905.0,8755.0,Public,8979.0,0.0
1155,67213-1927,Wichita,Wichita Technical Institute,W.T.I.,KS,11.0,2051 South Meridian,1,1,3,1,20,,7139.0,4791.0,Proprietary,,0.0
1156,41844,Pippa Passes,Alice Lloyd College,"Caney Creek Community Center, Inc. |dba Alice Lloyd College",KY,43.0,100 Purpose Rd,0,1,2,1,21,,7863.0,5788.0,Private Nonprofit,5344.0,0.0
1157,40390-1198,Wilmore,Asbury University,Asbury College,KY,31.0,1 Macklem Dr,0,1,2,1,21,,12941.0,11704.0,Private Nonprofit,7012.0,0.0
1158,40390-1199,Wilmore,Asbury Theological Seminary,,KY,31.0,204 N Lexington Ave,0,1,2,1,21,42.0,7132.0,10054.0,Private Nonprofit,9167.0,0.0
1159,41101-3683,Ashland,Ashland Community and Technical College,ACTC,KY,13.0,1400 College Drive,1,1,1,1,21,,2188.0,5773.0,Public,5467.0,0.0
1160,40205-0671,Louisville,Bellarmine University,,KY,11.0,2001 Newburg Rd,1,1,2,1,21,30.0,16640.0,11101.0,Private Nonprofit,8511.0,0.0
1161,40404-2182,Berea,Berea College,,KY,32.0,101 Chestnut Street,0,1,2,1,21,,2918.0,20821.0,Private Nonprofit,8894.0,0.0
1162,42101,Bowling Green,PJ's College of Cosmetology-Bowling Green,,KY,13.0,1901 Russellville Road,0,6,3,1,21,,11099.0,4654.0,Proprietary,,0.0
1163,42101-3601,Bowling Green,Southcentral Kentucky Community and Technical College,,KY,13.0,1845 Loop Dr,0,1,1,1,21,,3297.0,4227.0,Public,5174.0,0.0
1164,42301-3023,Owensboro,Brescia University,,KY,13.0,717 Frederica St,1,1,2,1,21,30.0,11456.0,10039.0,Private Nonprofit,5746.0,0.0
1165,42718-2799,Campbellsville,Campbellsville University,,KY,32.0,1 University Dr,1,1,2,1,21,54.0,8799.0,5074.0,Private Nonprofit,6329.0,0.0
1166,40506,Lexington,Bluegrass Community and Technical College,,KY,11.0,470 Cooper Drive,0,1,1,1,21,,3096.0,4091.0,Public,5738.0,0.0
1167,40422-1394,Danville,Centre College,Centre College of Kentucky,KY,32.0,625 W Walnut St,0,1,2,1,21,66.0,18365.0,23614.0,Private Nonprofit,9296.0,0.0
1168,40977-9752,Pineville,Clear Creek Baptist Bible College,Clear Creek Springs|Clear Creek Mountain Preachers Bible School|Clear Creek Baptist School|CCBBC,KY,42.0,300 Clear Creek Rd,0,1,2,1,21,75.0,6168.0,6490.0,Private Nonprofit,4636.0,0.0
1169,40514,Lexington,Paul Mitchell the School-Lexington,,KY,11.0,3644 Boston Road,0,1,3,1,21,,10474.0,3831.0,Proprietary,,0.0
1170,40245,Louisville,Galen College of Nursing-Louisville,,KY,11.0,3050 Terra Crossing Blvd.,1,20,3,1,21,,8758.0,3738.0,Proprietary,6681.0,0.0
1171,40769,Williamsburg,University of the Cumberlands,Cumberland College,KY,33.0,6191 College Station Drive,1,1,2,1,21,54.0,8671.0,2569.0,Private Nonprofit,6359.0,0.0
1172,40475-3102,Richmond,Eastern Kentucky University,Eastern EKU,KY,32.0,521 Lancaster Ave,1,1,1,1,21,,6824.0,9508.0,Public,7646.0,0.0
1173,42701-3081,Elizabethtown,Elizabethtown Community and Technical College,ECTC,KY,13.0,600 College Street Rd,0,1,1,1,21,,2552.0,3902.0,Public,5750.0,0.0
1174,40383,Versailles,Frontier Nursing University,,KY,41.0,2050 Lexington Road,0,1,2,1,21,,20721.0,12983.0,Private Nonprofit,8238.0,1.0
1175,40324-1696,Georgetown,Georgetown College,,KY,31.0,400 East College Street,0,1,2,1,21,54.0,6484.0,4648.0,Private Nonprofit,6625.0,0.0
1176,42141,Glasgow,PJ's College of Cosmetology-Glasgow,,KY,32.0,920 Happy Valley Road,0,1,3,1,21,,15326.0,4640.0,Proprietary,,0.0
1177,41701-2402,Hazard,Hazard Community and Technical College,,KY,33.0,One Community College Drive,0,1,1,1,21,,2112.0,6505.0,Public,5697.0,0.0
1178,40222,Louisville,Paul Mitchell the School-Louisville,,KY,21.0,156 North Hurstbourne Parkway,0,1,3,1,21,,9992.0,4395.0,Proprietary,,0.0
1179,42420-4699,Henderson,Henderson Community College,,KY,41.0,2660 S Green St,0,1,1,1,21,,2330.0,5351.0,Public,5434.0,0.0
1180,42240,Hopkinsville,Hopkinsville Community College,,KY,32.0,720 North Dr.,1,1,1,1,21,,3372.0,6580.0,Public,5212.0,0.0
1181,40202,Louisville,Jefferson Community and Technical College,,KY,11.0,109 East Broadway,1,1,1,1,21,,2841.0,4009.0,Public,5915.0,0.0
1182,40505,Lexington,Summit Salon Academy-Lexington,,KY,11.0,1300 E New Circle Rd Ste 110,0,1,3,1,21,,8803.0,3306.0,Proprietary,,0.0
1183,41501-1520,Pikeville,American National University-Pikeville,,KY,33.0,130 South Mayo Trail,1,1,3,1,21,,12950.0,7415.0,Proprietary,4675.0,0.0
1184,41339,Jackson,Kentucky Mountain Bible College,KMBC,KY,43.0,855 Highway 541,0,1,2,1,21,78.0,8674.0,7222.0,Private Nonprofit,783.0,0.0
1185,40601-2355,Frankfort,Kentucky State University,K-State,KY,32.0,400 East Main Street,0,1,1,1,21,,9717.0,6215.0,Public,6891.0,0.0
1186,42301,Owensboro,Kentucky Wesleyan College,Wesleyan,KY,13.0,3000 Frederica Street,1,1,2,1,21,71.0,12993.0,6725.0,Private Nonprofit,5975.0,0.0
1187,40506-0032,Lexington,University of Kentucky,,KY,11.0,South Limestone,1,1,1,1,21,,13516.0,12578.0,Public,11693.0,0.0
1188,41143-1199,Grayson,Kentucky Christian University,,KY,32.0,100 Academic Pkwy,0,1,2,1,21,48.0,3917.0,6184.0,Private Nonprofit,4911.0,0.0
1189,40503,Lexington,Lexington Theological Seminary,,KY,11.0,"230 Lexington Green Circle, Suite 300",0,1,2,1,21,61.0,6042.0,48723.0,Private Nonprofit,6232.0,1.0
1190,42728-1223,Columbia,Lindsey Wilson College,,KY,33.0,210 Lindsey Wilson St,1,1,2,1,21,71.0,9096.0,4328.0,Private Nonprofit,6226.0,0.0
1191,40292-0001,Louisville,University of Louisville,,KY,11.0,2301 S 3rd St,1,1,1,1,21,,12692.0,16848.0,Public,9254.0,0.0
1192,40205-1798,Louisville,Louisville Presbyterian Theological Seminary,Louisville Seminary | Louisville Presbyterian Seminary,KY,11.0,1044 Alta Vista Rd,0,1,2,1,21,66.0,1471.0,32733.0,Private Nonprofit,6947.0,0.0
1193,42431,Madisonville,Madisonville Community College,,KY,32.0,2000 College Drive,1,1,1,1,21,,3094.0,6203.0,Public,5905.0,0.0
1194,41056,Maysville,Maysville Community and Technical College,,KY,41.0,1755 U.S. Hwy 68,1,1,1,1,21,,2224.0,4985.0,Public,5615.0,0.0
1195,40347-1120,Midway,Midway University,,KY,42.0,512 E. Stephens St,1,1,2,1,21,61.0,11860.0,5385.0,Private Nonprofit,7286.0,0.0
1196,40351,Morehead,Morehead State University,,KY,33.0,University Blvd,1,1,1,1,21,,3773.0,9539.0,Public,7578.0,0.0
1197,42071-3318,Murray,Murray State University,,KY,32.0,218 Wells Hall,1,1,1,1,21,,6742.0,9998.0,Public,7536.0,0.0
1198,41042,Florence,Gateway Community and Technical College,Northern Kentucky State Vocational Technical School  Northern Kentucky Tech  Northern Kentucky Technical College  Northern Kentucky Health Occupational Center  Northern Campbell Tech  Northern Kentucky Health Technology Center,KY,21.0,500 Technology Way,1,1,1,1,21,,2920.0,4682.0,Public,5378.0,0.0
1199,41099,Highland Heights,Northern Kentucky University,NKU,KY,21.0,Nunn Drive,1,1,1,1,21,,9885.0,9875.0,Public,8664.0,0.0
1200,42001,Paducah,West Kentucky Community and Technical College,WKCTC,KY,13.0,4810 Alben Barkley Drive,1,1,1,1,21,,2085.0,5922.0,Public,5421.0,0.0
1201,41501,Pikeville,University of Pikeville,UPIKE,KY,33.0,147 Sycamore St,1,1,2,1,21,66.0,24264.0,10697.0,Private Nonprofit,6950.0,0.0
1202,41653,Prestonsburg,Big Sandy Community and Technical College,,KY,33.0,1 Bert Combs Dr,0,1,1,1,21,,1838.0,6728.0,Public,5657.0,0.0
1203,40207,Louisville,Empire Beauty School-Chenoweth,,KY,21.0,151 Chenoweth Ln,0,13,3,0,21,,8934.0,7322.0,Proprietary,,0.0
1204,42701,Elizabethtown,Empire Beauty School-Elizabethtown,,KY,13.0,554 Westport Road,0,8,3,0,21,,9108.0,6318.0,Proprietary,,0.0
1205,40216,Louisville,Empire Beauty School-Dixie,,KY,11.0,5120 Dixie Highway,0,7,3,0,21,,9303.0,6551.0,Proprietary,,0.0
1206,41042,Florence,Empire Beauty School-Florence,,KY,21.0,7285 Turfway Rd,0,8,3,0,21,,9185.0,5518.0,Proprietary,,0.0
1207,42501-2973,Somerset,Somerset Community College,SCC|Somerset Technical College|Laurel Technical College,KY,33.0,808 Monticello Street,0,1,1,1,21,,1600.0,5681.0,Public,5534.0,0.0
1208,40823,Cumberland,Southeast Kentucky Community & Technical College,Southeast,KY,43.0,700 College Rd,1,1,1,1,21,,1943.0,6380.0,Public,5722.0,0.0
1209,40280-0001,Louisville,The Southern Baptist Theological Seminary,"SBTS, Southern Seminary, Boyce College",KY,11.0,2825 Lexington Rd,0,1,2,1,21,75.0,7810.0,4569.0,Private Nonprofit,8246.0,0.0
1210,40203-2188,Louisville,Spalding University,Spalding,KY,11.0,901 S Fourth Street,1,1,2,1,21,30.0,16505.0,11341.0,Private Nonprofit,8298.0,0.0
1211,40205,Louisville,Sullivan University,,KY,11.0,3101 Bardstown Rd,0,1,3,1,21,,19384.0,7148.0,Proprietary,6632.0,0.0
1212,41017-3495,Crestview Hills,Thomas More University,Thomas More,KY,21.0,333 Thomas More Parkway,1,1,2,1,21,30.0,14394.0,6817.0,Private Nonprofit,6601.0,0.0
1213,40508-1797,Lexington,Transylvania University,,KY,11.0,300 N Broadway,0,1,2,1,21,61.0,16682.0,12189.0,Private Nonprofit,10244.0,0.0
1214,40906-1499,Barbourville,Union College,,KY,33.0,310 College St,1,1,2,1,21,71.0,9866.0,5694.0,Private Nonprofit,5029.0,0.0
1215,42101-1000,Bowling Green,Western Kentucky University,"WKU, HILLTOPPERS",KY,13.0,1906 College Heights Blvd,1,1,1,1,21,,6718.0,9539.0,Public,8011.0,0.0
1216,71301,Alexandria,Central Louisiana Technical Community College,,LA,13.0,516 Murray Street,1,1,1,1,22,,3776.0,6567.0,Public,5115.0,0.0
1217,71118,Shreveport,Ayers Career College,,LA,12.0,8820 Jewella Ave,1,1,3,1,22,,10091.0,2963.0,Proprietary,,0.0
1218,70806,Baton Rouge,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,Baton Rouge General School of Nursing  BRG School of Nursing,LA,12.0,3616 North Blvd,1,1,2,1,22,,8641.0,10637.0,Private Nonprofit,,0.0
1219,71111-6922,Bossier City,Bossier Parish Community College,,LA,13.0,6220 East Texas,1,1,1,1,22,,3459.0,4722.0,Public,6101.0,0.0
1220,71104,Shreveport,Centenary College of Louisiana,,LA,12.0,2911 Centenary Boulevard,1,1,2,1,22,71.0,11373.0,12151.0,Private Nonprofit,7591.0,0.0
1221,71291-0603,West Monroe,Cloyd's Beauty School 1 Inc,,LA,22.0,603 Natchitoches St,0,1,3,1,22,,3789.0,1752.0,Proprietary,,0.0
1222,70119,New Orleans,Crescent City Bartending School,Crescent Schools,LA,11.0,209 N. Broad,0,1,3,1,22,,5050.0,1084.0,Proprietary,,0.0
1223,70119,New Orleans,Delgado Community College,,LA,11.0,615 City Park Avenue,1,1,1,1,22,,4031.0,5514.0,Public,7030.0,0.0
1224,70601,Lake Charles,Avery James College,Avery James,LA,13.0,2948 Ryan Street,0,1,3,1,22,,6154.0,2638.0,Proprietary,,0.0
1225,70726,Denham Springs,Denham Springs Beauty School,,LA,21.0,923 Florida Blvd SE,0,1,3,1,22,,7968.0,1770.0,Proprietary,,0.0
1226,70122,New Orleans,Dillard University,,LA,11.0,2601 Gentilly Blvd,0,1,2,1,22,71.0,7084.0,7528.0,Private Nonprofit,7291.0,0.0
1227,70043,Chalmette,Nunez Community College,,LA,21.0,3710 Paris Rd,1,1,1,1,22,,3342.0,5686.0,Public,6156.0,0.0
1228,71245,Grambling,Grambling State University,"GSU, Grambling",LA,32.0,403 Main Street,1,1,1,1,22,,4860.0,4729.0,Public,6374.0,0.0
1229,71105,Shreveport,Belbo Beauty Institute,"Guy's Academy Hair, Skin & Nails",LA,12.0,1141 Shreveport Barksdale Highway,0,1,3,1,22,,7652.0,3732.0,Proprietary,,0.0
1230,70817,Baton Rouge,ITI Technical College,,LA,21.0,13944 Airline Hwy,1,1,3,1,22,,12788.0,5177.0,Proprietary,4801.0,0.0
1231,70062,Kenner,John Jay Beauty College,,LA,21.0,2844 Tennessee Ave,0,1,3,1,22,,9850.0,1991.0,Proprietary,,0.0
1232,70112-2223,New Orleans,Louisiana State University Health Sciences Center-New Orleans,LSUHSC  LSUHSC-NO  LSUMC  LSU Medical Center  LSU Health Sciences Center  LSU Health Sciences Center at New Orleans,LA,11.0,433 Bolivar St,1,1,1,1,22,,20677.0,84176.0,Public,9549.0,0.0
1233,71302-9121,Alexandria,Louisiana State University-Alexandria,LSUA,LA,41.0,8100 Hwy 71 South,1,1,1,1,22,,6524.0,5866.0,Public,7238.0,0.0
1234,70803-2750,Baton Rouge,Louisiana State University and Agricultural & Mechanical College,Louisiana State University|LSU,LA,12.0,156 Thomas Boyd Hall,1,1,1,1,22,,12549.0,15006.0,Public,11234.0,0.0
1235,70535,Eunice,Louisiana State University-Eunice,LSU Eunice,LA,32.0,2048 Johnson Hwy,1,1,1,1,22,,3427.0,5442.0,Public,5716.0,0.0
1236,71115-2399,Shreveport,Louisiana State University-Shreveport,LSUS,LA,12.0,One University Place,1,1,1,1,22,,8140.0,7438.0,Public,9335.0,0.0
1237,70816-2246,Baton Rouge,Aveda Arts & Sciences Institute-Baton Rouge,,LA,21.0,2834 S Sherwood Forest Blvd Ste A,0,1,3,1,22,,10819.0,4918.0,Proprietary,,0.0
1238,70503-3246,Lafayette,Aveda Arts & Sciences Institute-Lafayette,,LA,12.0,2922 Johnston St,0,2,3,1,22,,12645.0,6215.0,Proprietary,,0.0
1239,70535,Eunice,Louisiana Academy of Beauty,La Academy of Beauty,LA,32.0,550 East Laurel Street,0,1,3,1,22,,10134.0,2227.0,Proprietary,,0.0
1240,71359,Pineville,Louisiana Christian University,,LA,23.0,1140 College Dr,1,1,2,1,22,75.0,10025.0,8949.0,Private Nonprofit,6201.0,0.0
1241,70570,Opelousas,Opelousas School of Cosmetology,,LA,32.0,529 E Vine St,0,1,3,1,22,,6941.0,2989.0,Proprietary,,0.0
1242,71272,Ruston,Louisiana Tech University,"LA Tech, Louisiana Tech, Tech",LA,32.0,1310 West Railroad Avenue,1,1,1,1,22,,8748.0,7697.0,Public,8887.0,0.0
1243,70118-6143,New Orleans,Loyola University New Orleans,,LA,11.0,6363 Saint Charles Ave,1,1,2,1,22,30.0,17444.0,11193.0,Private Nonprofit,8882.0,0.0
1244,70605,Lake Charles,McNeese State University,McNeese,LA,13.0,4205 Ryan St,1,1,1,1,22,,6371.0,5120.0,Public,7597.0,0.0
1245,70148,New Orleans,University of New Orleans,UNO,LA,11.0,2000 Lakeshore Drive,0,1,1,1,22,,7295.0,6962.0,Public,9144.0,0.0
1246,70126,New Orleans,New Orleans Baptist Theological Seminary,NOBTS,LA,11.0,3939 Gentilly Blvd,0,1,2,1,22,75.0,7829.0,13603.0,Private Nonprofit,6457.0,0.0
1247,70310,Thibodaux,Nicholls State University,,LA,13.0,University Station  La Hwy 1,1,1,1,1,22,,5517.0,6464.0,Public,6985.0,0.0
1248,71209-0000,Monroe,University of Louisiana at Monroe,ULM; University of Louisiana-Monroe; Uni of LA-Monroe; University of Louisiana Monroe; University of Louisiana at Monroe,LA,13.0,700 University Avenue,1,1,1,1,22,,7258.0,7610.0,Public,7998.0,0.0
1249,71055-0000,Minden,Northwest Louisiana Technical Community College,NLTCC or Northwest LTCC,LA,41.0,9500 Industrial Drive,1,1,1,1,22,,2708.0,7367.0,Public,4989.0,0.0
1250,71497-0002,Natchitoches,Northwestern State University of Louisiana,NSU | NSULA | Northwestern State University | Northwestern | NwSU,LA,33.0,175 Sam Sibley Drive,1,1,1,1,22,,5405.0,6892.0,Public,7186.0,0.0
1251,70131-7399,New Orleans,University of Holy Cross,,LA,11.0,4123 Woodland Drive,0,1,2,1,22,30.0,13744.0,10141.0,Private Nonprofit,7700.0,0.0
1252,70808,Baton Rouge,Franciscan Missionaries of Our Lady University,FranU,LA,12.0,5414 Brittany Dr,0,1,2,1,22,30.0,15351.0,13015.0,Private Nonprofit,8005.0,0.0
1253,71105,Shreveport,Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,Pat Goins,LA,12.0,7460 Youree Dr Ste. 130,0,1,3,1,22,,16309.0,5675.0,Proprietary,,0.0
1254,71201-5135,Monroe,Celebrity Stylist Beauty School,,LA,13.0,3138 Louisville Ave,0,2,3,1,22,,7788.0,5848.0,Proprietary,,0.0
1255,71360-0000,Pineville,Pineville Beauty School,,LA,23.0,1008 Main Street,0,1,3,1,22,,4033.0,4754.0,Proprietary,,0.0
